ICD-10 code,Description,Body system,Progressive,code heading
M89.079,Algoneurodystrophy; unspecified ankle and foot,musculoskeletal,no,M890
M89.08,Algoneurodystrophy; other site,musculoskeletal,no,M890
M89.09,Algoneurodystrophy; multiple sites,musculoskeletal,no,M890
M89.40,Other hypertrophic osteoarthropathy; unspecified site,musculoskeletal,no,M894
M89.411,Other hypertrophic osteoarthropathy; right shoulder,musculoskeletal,no,M894
M89.412,Other hypertrophic osteoarthropathy; left shoulder,musculoskeletal,no,M894
M89.419,Other hypertrophic osteoarthropathy; unspecified shoulder,musculoskeletal,no,M894
M89.421,Other hypertrophic osteoarthropathy; right upper arm,musculoskeletal,no,M894
M89.422,Other hypertrophic osteoarthropathy; left upper arm,musculoskeletal,no,M894
M89.429,Other hypertrophic osteoarthropathy; unspecified upper arm,musculoskeletal,no,M894
M89.431,Other hypertrophic osteoarthropathy; right forearm,musculoskeletal,no,M894
M89.432,Other hypertrophic osteoarthropathy; left forearm,musculoskeletal,no,M894
M89.439,Other hypertrophic osteoarthropathy; unspecified forearm,musculoskeletal,no,M894
M89.441,Other hypertrophic osteoarthropathy; right hand,musculoskeletal,no,M894
M89.442,Other hypertrophic osteoarthropathy; left hand,musculoskeletal,no,M894
M89.449,Other hypertrophic osteoarthropathy; unspecified hand,musculoskeletal,no,M894
M89.451,Other hypertrophic osteoarthropathy; right thigh,musculoskeletal,no,M894
M89.452,Other hypertrophic osteoarthropathy; left thigh,musculoskeletal,no,M894
M89.459,Other hypertrophic osteoarthropathy; unspecified thigh,musculoskeletal,no,M894
M89.461,Other hypertrophic osteoarthropathy; right lower leg,musculoskeletal,no,M894
M89.462,Other hypertrophic osteoarthropathy; left lower leg,musculoskeletal,no,M894
M89.469,Other hypertrophic osteoarthropathy; unspecified lower leg,musculoskeletal,no,M894
M89.471,Other hypertrophic osteoarthropathy; right ankle and foot,musculoskeletal,no,M894
M89.472,Other hypertrophic osteoarthropathy; left ankle and foot,musculoskeletal,no,M894
M89.479,Other hypertrophic osteoarthropathy; unspecified ankle and foot,musculoskeletal,no,M894
M89.48,Other hypertrophic osteoarthropathy; other site,musculoskeletal,no,M894
M89.49,Other hypertrophic osteoarthropathy; multiple sites,musculoskeletal,no,M894
M89.70,Major osseous defect; unspecified site,musculoskeletal,no,M897
M89.711,Major osseous defect; right shoulder region,musculoskeletal,no,M897
M89.712,Major osseous defect; left shoulder region,musculoskeletal,no,M897
M89.719,Major osseous defect; unspecified shoulder region,musculoskeletal,no,M897
M89.721,Major osseous defect; right humerus,musculoskeletal,no,M897
M89.722,Major osseous defect; left humerus,musculoskeletal,no,M897
M89.729,Major osseous defect; unspecified humerus,musculoskeletal,no,M897
M89.731,Major osseous defect; right forearm,musculoskeletal,no,M897
M89.732,Major osseous defect; left forearm,musculoskeletal,no,M897
M89.739,Major osseous defect; unspecified forearm,musculoskeletal,no,M897
M89.741,Major osseous defect; right hand,musculoskeletal,no,M897
M89.742,Major osseous defect; left hand,musculoskeletal,no,M897
M89.749,Major osseous defect; unspecified hand,musculoskeletal,no,M897
M89.751,Major osseous defect; right pelvic region and thigh,musculoskeletal,no,M897
M89.752,Major osseous defect; left pelvic region and thigh,musculoskeletal,no,M897
M89.759,Major osseous defect; unspecified pelvic region and thigh,musculoskeletal,no,M897
M89.761,Major osseous defect; right lower leg,musculoskeletal,no,M897
M89.762,Major osseous defect; left lower leg,musculoskeletal,no,M897
M89.769,Major osseous defect; unspecified lower leg,musculoskeletal,no,M897
M89.771,Major osseous defect; right ankle and foot,musculoskeletal,no,M897
M89.772,Major osseous defect; left ankle and foot,musculoskeletal,no,M897
M89.779,Major osseous defect; unspecified ankle and foot,musculoskeletal,no,M897
M89.78,Major osseous defect; other site,musculoskeletal,no,M897
M89.79,Major osseous defect; multiple sites,musculoskeletal,no,M897
M90.60,Osteitis deformans in neoplastic diseases; unspecified site,musculoskeletal,yes,M906
M90.611,Osteitis deformans in neoplastic diseases; right shoulder,musculoskeletal,yes,M906
M90.612,Osteitis deformans in neoplastic diseases; left shoulder,musculoskeletal,yes,M906
M90.619,Osteitis deformans in neoplastic diseases; unspecified shoulder,musculoskeletal,yes,M906
M90.621,Osteitis deformans in neoplastic diseases; right upper arm,musculoskeletal,yes,M906
M90.622,Osteitis deformans in neoplastic diseases; left upper arm,musculoskeletal,yes,M906
M90.629,Osteitis deformans in neoplastic diseases; unspecified upper arm,musculoskeletal,yes,M906
M90.631,Osteitis deformans in neoplastic diseases; right forearm,musculoskeletal,yes,M906
M90.632,Osteitis deformans in neoplastic diseases; left forearm,musculoskeletal,yes,M906
M90.639,Osteitis deformans in neoplastic diseases; unspecified forearm,musculoskeletal,yes,M906
M90.641,Osteitis deformans in neoplastic diseases; right hand,musculoskeletal,yes,M906
M90.642,Osteitis deformans in neoplastic diseases; left hand,musculoskeletal,yes,M906
M90.649,Osteitis deformans in neoplastic diseases; unspecified hand,musculoskeletal,yes,M906
M90.651,Osteitis deformans in neoplastic diseases; right thigh,musculoskeletal,yes,M906
M90.652,Osteitis deformans in neoplastic diseases; left thigh,musculoskeletal,yes,M906
M90.659,Osteitis deformans in neoplastic diseases; unspecified thigh,musculoskeletal,yes,M906
M90.661,Osteitis deformans in neoplastic diseases; right lower leg,musculoskeletal,yes,M906
M90.662,Osteitis deformans in neoplastic diseases; left lower leg,musculoskeletal,yes,M906
M90.669,Osteitis deformans in neoplastic diseases; unspecified lower leg,musculoskeletal,yes,M906
M90.671,Osteitis deformans in neoplastic diseases; right ankle and foot,musculoskeletal,yes,M906
M90.672,Osteitis deformans in neoplastic diseases; left ankle and foot,musculoskeletal,yes,M906
M90.679,Osteitis deformans in neoplastic diseases; unspecified ankle and foot,musculoskeletal,yes,M906
M90.68,Osteitis deformans in neoplastic diseases; other site,musculoskeletal,yes,M906
M90.69,Osteitis deformans in neoplastic diseases; multiple sites,musculoskeletal,yes,M906
M90.80,Osteopathy in diseases classified elsewhere; unspecified site,musculoskeletal,no,M908
M90.811,Osteopathy in diseases classified elsewhere; right shoulder,musculoskeletal,no,M908
M90.812,Osteopathy in diseases classified elsewhere; left shoulder,musculoskeletal,no,M908
M90.819,Osteopathy in diseases classified elsewhere; unspecified shoulder,musculoskeletal,no,M908
M90.821,Osteopathy in diseases classified elsewhere; right upper arm,musculoskeletal,no,M908
M90.822,Osteopathy in diseases classified elsewhere; left upper arm,musculoskeletal,no,M908
M90.829,Osteopathy in diseases classified elsewhere; unspecified upper arm,musculoskeletal,no,M908
M90.831,Osteopathy in diseases classified elsewhere; right forearm,musculoskeletal,no,M908
M90.832,Osteopathy in diseases classified elsewhere; left forearm,musculoskeletal,no,M908
M90.839,Osteopathy in diseases classified elsewhere; unspecified forearm,musculoskeletal,no,M908
M90.841,Osteopathy in diseases classified elsewhere; right hand,musculoskeletal,no,M908
M90.842,Osteopathy in diseases classified elsewhere; left hand,musculoskeletal,no,M908
M90.849,Osteopathy in diseases classified elsewhere; unspecified hand,musculoskeletal,no,M908
M90.851,Osteopathy in diseases classified elsewhere; right thigh,musculoskeletal,no,M908
M90.852,Osteopathy in diseases classified elsewhere; left thigh,musculoskeletal,no,M908
M90.859,Osteopathy in diseases classified elsewhere; unspecified thigh,musculoskeletal,no,M908
M90.861,Osteopathy in diseases classified elsewhere; right lower leg,musculoskeletal,no,M908
M90.862,Osteopathy in diseases classified elsewhere; left lower leg,musculoskeletal,no,M908
M90.869,Osteopathy in diseases classified elsewhere; unspecified lower leg,musculoskeletal,no,M908
M90.871,Osteopathy in diseases classified elsewhere; right ankle and foot,musculoskeletal,no,M908
M90.872,Osteopathy in diseases classified elsewhere; left ankle and foot,musculoskeletal,no,M908
M90.879,Osteopathy in diseases classified elsewhere; unspecified ankle and foot,musculoskeletal,no,M908
M90.88,Osteopathy in diseases classified elsewhere; other site,musculoskeletal,no,M908
M90.89,Osteopathy in diseases classified elsewhere; multiple sites,musculoskeletal,no,M908
M91.80,Other juvenile osteochondrosis of hip and pelvis; unspecified leg,musculoskeletal,no,M918
M91.81,Other juvenile osteochondrosis of hip and pelvis; right leg,musculoskeletal,no,M918
M91.82,Other juvenile osteochondrosis of hip and pelvis; left leg,musculoskeletal,no,M918
M95.5,Acquired deformity of pelvis,musculoskeletal,no,M955
M96.1,Postlaminectomy syndrome; not elsewhere classified,musculoskeletal,no,M961
M99.80,Other biomechanical lesions of head region,musculoskeletal,no,M998
M99.81,Other biomechanical lesions of cervical region,musculoskeletal,no,M998
M99.82,Other biomechanical lesions of thoracic region,musculoskeletal,no,M998
M99.83,Other biomechanical lesions of lumbar region,musculoskeletal,no,M998
M99.84,Other biomechanical lesions of sacral region,musculoskeletal,no,M998
M99.85,Other biomechanical lesions of pelvic region,musculoskeletal,no,M998
M99.86,Other biomechanical lesions of lower extremity,musculoskeletal,no,M998
M99.87,Other biomechanical lesions of upper extremity,musculoskeletal,no,M998
M99.88,Other biomechanical lesions of rib cage,musculoskeletal,no,M998
M99.89,Other biomechanical lesions of abdomen and other regio,musculoskeletal,no,M998
N02.0,Recurrent and persistent hematuria with minor glomerular abnormality,renal ,no,N02
N02.1,Recurrent and persistent hematuria with focal and segmental glomerular lesions,renal ,no,N02
N02.2,Recurrent and persistent hematuria with diffuse membranous glomerulonephritis,renal ,no,N02
N02.3,Recurrent and persistent hematuria with diffuse mesangial proliferative glomerulonephritis,renal ,no,N02
N02.4,Recurrent and persistent hematuria with diffuse endocapillary proliferative glomerulonephritis,renal ,no,N02
N02.5,Recurrent and persistent hematuria with diffuse mesangiocapillary glomerulonephritis,renal ,no,N02
N02.6,Recurrent and persistent hematuria with dense deposit disease,renal ,no,N02
N02.7,Recurrent and persistent hematuria with diffuse crescentic glomerulonephritis,renal ,no,N02
N02.8,Recurrent and persistent hematuria with other morphologic changes,renal ,no,N02
N02.9,Recurrent and persistent hematuria with unspecified morphologic changes,renal ,no,N02
N03.0,Chronic nephritic syndrome with minor glomerular abnormality,renal ,yes,N03
N03.1,Chronic nephritic syndrome with focal and segmental glomerular lesions,renal ,yes,N03
N03.2,Chronic nephritic syndrome with diffuse membranous glomerulonephritis,renal ,yes,N03
N03.3,Chronic nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,renal ,yes,N03
N03.4,Chronic nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis,renal ,yes,N03
N03.5,Chronic nephritic syndrome with diffuse mesangiocapillary glomerulonephritis,renal ,yes,N03
N03.6,Chronic nephritic syndrome with dense deposit disease,renal ,yes,N03
N03.7,Chronic nephritic syndrome with diffuse crescentic glomerulonephritis,renal ,yes,N03
N03.8,Chronic nephritic syndrome with other morphologic changes,renal ,yes,N03
N03.9,Chronic nephritic syndrome with unspecified morphologic changes,renal ,yes,N03
N04.0,Nephrotic syndrome with minor glomerular abnormality,renal ,no,N04
N04.1,Nephrotic syndrome with focal and segmental glomerular lesions,renal ,no,N04
N04.2,Nephrotic syndrome with diffuse membranous glomerulonephritis,renal ,no,N04
N04.3,Nephrotic syndrome with diffuse mesangial proliferative glomerulonephritis,renal ,no,N04
N04.4,Nephrotic syndrome with diffuse endocapillary proliferative glomerulonephritis,renal ,no,N04
N04.5,Nephrotic syndrome with diffuse mesangiocapillary glomerulonephritis,renal ,no,N04
N04.6,Nephrotic syndrome with dense deposit disease,renal ,no,N04
N04.7,Nephrotic syndrome with diffuse crescentic glomerulonephritis,renal ,no,N04
N04.8,Nephrotic syndrome with other morphologic changes,renal ,no,N04
N04.9,Nephrotic syndrome with unspecified morphologic changes,renal ,no,N04
N05.0,Unspecified nephritic syndrome with minor glomerular abnormality,renal ,no,N05
N05.1,Unspecified nephritic syndrome with focal and segmental glomerular lesions,renal ,no,N05
N05.2,Unspecified nephritic syndrome with diffuse membranous glomerulonephritis,renal ,no,N05
N05.3,Unspecified nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,renal ,no,N05
N05.4,Unspecified nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis,renal ,no,N05
N05.5,Unspecified nephritic syndrome with diffuse mesangiocapillary glomerulonephritis,renal ,no,N05
N05.6,Unspecified nephritic syndrome with dense deposit disease,renal ,no,N05
N05.7,Unspecified nephritic syndrome with diffuse crescentic glomerulonephritis,renal ,no,N05
N05.8,Unspecified nephritic syndrome with other morphologic changes,renal ,no,N05
N05.9,Unspecified nephritic syndrome with unspecified morphologic changes,renal ,no,N05
N08,Glomerular disorders in diseases classified elsewhere,renal ,no,N08
N13.0,Hydronephrosis with ureteropelvic junction obstruction,renal ,no,N13
N13.1,Hydronephrosis with ureteral stricture; not elsewhere classified,renal ,no,N13
N13.2,Hydronephrosis with renal and ureteral calculous obstruction,renal ,no,N13
N13.30,Unspecified hydronephrosis,renal ,no,N13
N13.39,Other hydronephrosis,renal ,no,N13
N13.721,Vesicoureteral-reflux with reflux nephropathy without hydroureter; unilateral,renal ,no,N1372
N13.722,Vesicoureteral-reflux with reflux nephropathy without hydroureter; bilateral,renal ,no,N1372
N13.729,Vesicoureteral-reflux with reflux nephropathy without hydroureter; unspecified,renal ,no,N1372
N18.1,Chronic kidney disease; stage 1,renal ,yes,N18
N18.2,Chronic kidney disease; stage 2 (mild),renal ,yes,N18
N18.3,Chronic kidney disease; stage 3 (moderate),renal ,yes,N18
N18.4,Chronic kidney disease; stage 4 (severe),renal ,yes,N18
N18.5,Chronic kidney disease; stage 5,renal ,yes,N18
N18.6,End stage renal disease,renal ,yes,N18
